,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1063,12%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,12/1/2015,"Refermented in the bottle, this fragrant, salmon-colored Lambrusco offers delicate scents of wild rose, dried berry and baking spice. The elegant palate offers raspberry, strawberry, nectarine zest and ginger alongside an ultrafine mousse.",Rosé del Cristo,"Frederick Wildman & Sons, Ltd",Cavicchioli 2011 Rosé del Cristo  (Lambrusco di Sorbara),$18, Central Italy,90,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",2011,Cavicchioli
1064,11%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,12/1/2015,"Aromas of violet, rose and woodland berry emerge on this fragrant wine. Made solely with the Sorbara grape and refermented in the bottle, the vibrant palate offers woodland berry, cherry, nectarine zest and a hint of crystallized ginger alongside firm acidity and a frothy mousse.",Radice Frizzante Secco,Porto Vino Italiano,Paltrinieri 2014 Radice Frizzante Secco  (Lambrusco di Sorbara),$18, Central Italy,90,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",2014,Paltrinieri
1065,11%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,12/1/2015,"Fresh and fragrant, this offers aromas of pressed rose, violet and just picked grapes. Made entirely with the Sorbara grape, the bright, frothy palate doles out red cherry, crushed strawberry and a spicy ginger note alongside bracing acidity.",Leclisse,Porto Vino Italiano,Paltrinieri 2014 Leclisse  (Lambrusco di Sorbara),$20, Central Italy,89,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",2014,Paltrinieri
1066,12.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,12/1/2015,"Aromas of pressed violet, red berries, cellar floor and toasted walnut lead the way on this sparkling, straw-colored Lambrusco. The palate offers baked apple, nectarine zest, toast and a hint of ginger alongside a refined perlage.",Metodo Classico Brut,American B.D,Gavioli 2011 Metodo Classico Brut Lambrusco (Vino Spumante),N/A, Italy Other,87,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",2011,Gavioli
1067,14.8%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red, US,11/1/2015,"Nearly opaque in darkness, this extremely rare wine grape, originally from Italy's Alto Adige, delivers aromas of charred and juicy roasted game, blackberry-mint syrup and balsamic figs. It's not quite so showy on the palate at first, but then a violety, blueberry and rose petal character emerges, along with Earl Grey tea elements and a decently grippy tannic structure. It's quite intriguing.",Joughlin Vineyard,,Santa Barbara Winery 2011 Joughlin Vineyard Lagrein (Santa Ynez Valley),$32, California,92, Central Coast,Matt Kettmann,@mattkettmann,Santa Ynez Valley,Not rated yet [Add Your Review],"Lagrein, Italian Red",2011,Santa Barbara Winery
1068,14.5%,"Dogliani Superiore, Piedmont, Italy",750 ml,Red, Italy,11/1/2015,"Aromas of dark-skinned fruit, underbrush, mocha, spice and a balsamic note lead the nose on this structured Dolcetto. The full-bodied palate doles out mature blackberry, dried black cherry, licorice and ground pepper alongside chewy tannins. A note of bitter almond signals the close.",Bricco Botti,Vias Imports,Pecchenino 2012 Bricco Botti  (Dogliani Superiore),$40, Piedmont,91,Dogliani Superiore,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2012,Pecchenino
1069,14%,"Dogliani Superiore, Piedmont, Italy",750 ml,Red, Italy,11/1/2015,"This structured Dolcetto offers aromas of blue- and black-skinned fruit, violet, chopped herbs and kitchen spices. The vibrant palate delivers black cherry, black currant, clove, tobacco and anise while firm, refined tannins provide the framework.",Siri d'Jermu,Vias Imports,Pecchenino 2013 Siri d'Jermu  (Dogliani Superiore),$35, Piedmont,90,Dogliani Superiore,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2013,Pecchenino
1070,13.9%,"Napa Valley, Napa, California, US",750 ml,Red, US,11/1/2015,"In association with winemaker Mitch Cosentino, John McClelland—former president and general manager of Almaden, Geyser Peak and Alderbrook—has crafted a velvety and robust 100% Charbono. Rare in Napa, it offers flavors of plum and cinnamon within a soft, smooth palate, finishing with notes of oak and black licorice.",,,J. McClelland 2012 Charbono (Napa Valley),$40, California,90, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],"Charbono, Italian Red",2012,J. McClelland
1071,13.8%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,11/1/2015,"Thick in black cherry and blackberry, this wine from a varietal rare in California also has a leatheriness. The vines were planted in 1991 along with Freisa and Barbera, the latter of which is represented in the blend. Smoke and herb wrap around a soft, approachable frame, calling out for rich pasta and braised meats.",Alegria Vineyards,,Acorn 2012 Alegria Vineyards Dolcetto (Russian River Valley),$35, California,89, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2012,Acorn
1072,13%,"Dogliani, Piedmont, Italy",750 ml,Red, Italy,11/1/2015,"Fresh and delicious, this easygoing red opens offers aromas and flavors of black cherry, blackberry, white pepper, clove and tilled soil. Polished tannins give it a silky texture.",San Luigi,Vias Imports,Pecchenino 2014 San Luigi  (Dogliani),$24, Piedmont,89,Dogliani,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2014,Pecchenino
1073,N/A,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,11/1/2015,"This single-vineyard wine from Lonesome Spring Ranch was entirely fermented and aged in stainless steel. Aromas of plum, tobacco, flowers and orange peel lead to fresh, tart, rounded fruit flavors, with bitters on the finish. Pair it with pasta with a red sauce.",,,Wind Rose 2013 Dolcetto (Yakima Valley),$19, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Yakima Valley,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2013,Wind Rose
1074,13.5%,"Dogliani, Piedmont, Italy",750 ml,Red, Italy,11/1/2015,"This medium-bodied, easygoing red offers aromas of blue flowers, dark berry, underbrush and a whiff of cake spice. The palate delivers blackberry, red currant, ground pepper and a note of star anise alongside firm, refined tannins. An almond note backs up the finish.",,Empson USA Ltd,Poderi Luigi Einaudi 2013  Dogliani,$19, Piedmont,88,Dogliani,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2013,Poderi Luigi Einaudi
1075,13.5%,"Dogliani, Piedmont, Italy",750 ml,Red, Italy,11/1/2015,"Aromas of black currant and dark cooking spices lead the nose on this savory, easy-drinking wine. On the palate, notes of graphite and ground pepper add depth to the black cherry and blackberry core. It's already extremely accessible so drink soon.",,American B.D,Clavesana 2012  Dogliani,$15, Piedmont,88,Dogliani,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2012,Clavesana
1076,14%,"Dogliani Superiore, Piedmont, Italy",750 ml,Red, Italy,11/1/2015,"Underbrush, pressed flowers and red berry aromas lead the nose. The easy-drinking palate offers ripe raspberry, black cherry, almond and a note of anise alongside polished tannins. This is already extremely accessible so enjoy now.",Il Clou,American B.D,Clavesana 2011 Il Clou  (Dogliani Superiore),$18, Piedmont,87,Dogliani Superiore,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2011,Clavesana
1077,13%,"Dogliani, Piedmont, Italy",750 ml,Red, Italy,11/1/2015,"Aromas of violet and red currant lead the nose on this bright, fruity red. The simple, vibrant palate delivers blackberry, cranberry and ground pepper alongside lithe tannins. It's made to be drunk young so enjoy soon.",Gombe,Votto Vines Importing,La Fusina 2014 Gombe  (Dogliani),$19, Piedmont,87,Dogliani,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2014,La Fusina
1078,14.5%,"Temecula Valley, South Coast, California, US",750 ml,Red, US,11/1/2015,"Dense aromas of prunes, black plums, tobacco and vanilla bean mark the nose of this SoCal bottling. It's plump with rustic elderberry fruit at first sip, then tightens down around a black rock core, also showing smoked cedar and white pepper.",,,Robert Renzoni 2011 Montepulciano (Temecula Valley),$36, California,87, South Coast,Matt Kettmann,@mattkettmann,Temecula Valley,Not rated yet [Add Your Review],"Montepulciano, Italian Red",2011,Robert Renzoni
1079,13%,"Dogliani, Piedmont, Italy",750 ml,Red, Italy,11/1/2015,"This opens with aroma of dark cooking spices, smoke and whiffs of just-fermented wine. The fresh, easygoing palate offers black cherry, raspberry and a note of bitter almond.",,The Organic Cellar,Aldo Clerico 2014  Dogliani,$25, Piedmont,86,Dogliani,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2014,Aldo Clerico
1080,14%,"Isola dei Nuraghi, Sicily & Sardinia, Italy",750 ml,Red, Italy,10/1/2015,"Made with old vines, this soulful red opens with aromas of ripe black-skinned fruit, game, baked earth, wild herb and a smoky note. The ripe, round palate doles out ripe black plum, black cherry, grilled rosemary and wild fennel alongside solid, velvety tannins. Concentrated and accessible, it will offer several more years of sheer drinking pleasure. Drink through 2021.",Essentija,Banville Wine Merchants,Pala 2011 Essentija Bovale (Isola dei Nuraghi),$30, Sicily & Sardinia,91,Isola dei Nuraghi,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Bovale, Italian Red",2011,Pala
1081,13.1%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,Red, US,10/1/2015,"Delfino changed from a Bordeaux to a Burgundy bottle in 2012. This is a splendid, fruit-driven effort, dark and quite aromatic with concentrated flavors of raspberry and cherry. It's full bodied, ripe and quite delicious, with tangy acidity underscoring the freshness.",,,Delfino 2012 Dolcetto (Umpqua Valley),$26, Oregon,90, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2012,Delfino
1082,14%,"Napa Valley, Napa, California, US",750 ml,Red, US,10/1/2015,"A majority varietal, a dying breed in the Napa Valley, this also has 5% Petite Sirah. The combination is dense and syrupy in strawberry and a tightness of oak. Time will soften its edges, and there's already a softness to the tannins that delights, the finish light and lean. Cellar through 2017.",Estate,,Tofanelli Family 2012 Estate Charbono (Napa Valley),$39, California,90, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],"Charbono, Italian Red",2012,Tofanelli Family
1083,13.1%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,Red, US,10/1/2015,"In color and mouthfeel, this resembles Pinot Noir. It's moving quickly toward maturity, with soft, round flavors of strawberry pastry. The concentration and lingering finish are a plus. Drink up now through 2017.",,,Delfino 2011 Dolcetto (Umpqua Valley),$24, Oregon,88, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2011,Delfino
1084,13%,"Monica di Sardegna, Sicily & Sardinia, Italy",750 ml,Red, Italy,10/1/2015,"This generous, friendly red opens with aromas that recall ripe dark berry and star anise. The round, juicy palate doles out ripe blackberry, crushed black cherry, licorice and ground pepper alongside soft, supple tannins. Enjoy soon.",I Fiori,Banville Wine Merchants,Pala 2014 I Fiori  (Monica di Sardegna),$20, Sicily & Sardinia,88,Monica di Sardegna,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Monica, Italian Red",2014,Pala
1085,14.4%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,9/1/2015,"An equal split of Sangiovese and Cabernet Sauvignon from Bacchus and Kiona vineyards, this generous wine has aromas and flavors of chocolate-covered cherries and leather.",Bello Rosso,,Walla Walla Vintners 2012 Bello Rosso Cabernet Sauvignon-Sangiovese (Columbia Valley (WA)),$38, Washington,91, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],"Cabernet Sauvignon-Sangiovese, Italian Red",2012,Walla Walla Vintners
1086,12.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,8/1/2015,"Aromas of wild berry, rose, citrus and savory herbs lead the nose of this Sicilian sparkler. The vibrant, savory palate offers crushed strawberries, sour cherries, pastry, nectarine, wild mint and mineral alongside a soft, persistent mousse and lively acidity.",Brut Rosé Metodo Classico,North Berkeley Imports,Murgo 2011 Brut Rosé Metodo Classico Nerello Mascalese (Vino Spumante),$22, Italy Other,90,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2011,Murgo
1087,15%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,8/1/2015,"Made from the native grape Pugnitello, this hearty red opens with aromas of dried Mediterranean herbs, scorched earth, allspice and overripe black fruit. The warm, forward palate doles out baked plum, ripe blackberries, blue flowers, clove and the heat of evident alcohol. Velvety tannins wrap around the palate, but the dominant alcohol throws it off balance and gives it a monolithic character.",,Premium Brands,San Felice 2011 Pugnitello (Toscana),$50, Tuscany,88,Toscana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Pugnitello, Italian Red",2011,San Felice
1088,12.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,8/1/2015,"Made from Nerello Mascalese, this bright sparkler offers aromas of white and yellow flower and dried fruit. The palate doles out candied nectarine, toasted bread crust, ginger drop and a hint of walnut alongside tangy acidity.",Extra Brut Metodo Classico,North Berkeley Imports,Murgo 2007 Extra Brut Metodo Classico Nerello Mascalese (Vino Spumante),$30, Italy Other,87,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2007,Murgo
1089,11.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,8/1/2015,"This vibrant sparkler opens with aromas of ripe red berry and spice. Made from Frappato, the lively palate doles out wild strawberries, crushed cherries and just a hint of white pepper alongside firm acidity and persistent bubbles.",Luna Nascente Rosé Extra Dry,Franciacorta Imports,Vigna di Pettineo NV Luna Nascente Rosé Extra Dry Frappato (Vino Spumante),$13, Italy Other,87,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Frappato, Italian Red",,Vigna di Pettineo
1090,12.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,8/1/2015,"Aromas of Spanish broom, honeysuckle and a yeasty note lead the nose of this Sicilian sparkler from Mount Etna. The palate offers ripe apple, candied citrus and bitter walnuts alongside persistent bubbles and zesty acidity.",Brut Metodo Classico,North Berkeley Imports,Murgo 2010 Brut Metodo Classico Nerello Mascalese (Vino Spumante),$20, Italy Other,87,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2010,Murgo
1091,13.3%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,Red, US,8/1/2015,"This quite tart, young and spicy red pulls sharp and puckery cranberry fruit into focus. It's best enjoyed chilled, and would be a fine option for the base of a wine punch.",Jubilee Vineyard,,Walnut City WineWorks 2013 Jubilee Vineyard Dolcetto (Eola-Amity Hills),$17, Oregon,87, Willamette Valley,Paul Gregutt,@paulgwine ,Eola-Amity Hills,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2013,Walnut City WineWorks
1092,12%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,8/1/2015,"This copper-colored sparkler opens with aromas of white flowers and bread crust. The palate offers dried cherry, bitter walnut and toast alongside brisk acidity.",Nutaru Rosé Metodo Classico,Supreme Wines & Spirits,Avide NV Nutaru Rosé Metodo Classico Frappato (Vino Spumante),$18, Italy Other,86,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Frappato, Italian Red",,Avide
1093,11.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,8/1/2015,"Made from Frappato, this opens with aromas of citrus and a yeasty note of bread crust. The palate offers apple, lemon zest, grapefruit and toast alongside vivacious bubbles and brisk acidity.",Nutaru Metodo Classico,Supreme Wines & Spirits,Avide NV Nutaru Metodo Classico Frappato (Vino Spumante),$18, Italy Other,86,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Frappato, Italian Red",,Avide
1094,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2015,"Aromas of tilled soil, blue flower, spicy plum cake and a balsamic note waft out of the glass. The structured but refined palate delivers mature blackberry, prune, menthol and allspice alongside bracing but fine-grained tannins. The lingering finish closes on a licorice note. Drink 2016–2024.",,Terlato Wines International,Goretti 2009  Montefalco Sagrantino,$48, Central Italy,92,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Goretti
1095,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2015,"Aromas suggest underbrush, oak, coconut, prune and dill. The concentrated palate offers steeped plum, dried blackberry, tobacco, cracked blackberry and licorice alongside firm, velvety tannins. It closes on a note of bitter prune.",,Bacchanal Wine Imports,Cantina Novelli 2008  Montefalco Sagrantino,$40, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2008,Cantina Novelli
1096,14.2%,"Santa Clara Valley, Central Coast, California, US",750 ml,Red, US,7/1/2015,"A promising expression of this grape that was popular a century ago, this wine shows a slightly reductive and very deep nose of dried cherries and grape candy. The palate is quite intriguing, with tobacco, black pepper and beef jerky flavors coming and going quickly.",,,Sarah's Vineyard 2011 Charbono (Santa Clara Valley),$40, California,89, Central Coast,Matt Kettmann,@mattkettmann,Santa Clara Valley,Not rated yet [Add Your Review],"Charbono, Italian Red",2011,Sarah's Vineyard
1097,14%,"Val di Cornia Suvereto, Tuscany, Italy",375 ml,Dessert, Italy,7/1/2015,"Aromas recall spicy plum and black raspberry. The concentrated but balanced palate offers cassis, prune and blackberry, with velvety tannins and fresh acidity.",Amansio Passito,Montcalm Wine Importers,Gualdo del Re 2010 Amansio Passito Aleatico (Val di Cornia Suvereto),$55, Tuscany,89,Val di Cornia Suvereto,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aleatico, Italian Red",2010,Gualdo del Re
1098,13.5%,"Montepulciano d'Abruzzo, Central Italy, Italy",750 ml,Red, Italy,7/1/2015,"This deeply colored wine unfurls with aromas of dark berry, juniper flower and a hint of vanilla. The concentrated palate delivers sour cherry, plum and pipe tobacco alongside firm but fine-grained tannins.",I Vasari Old Vines,Michelangelo Selections,Barba 2011 I Vasari Old Vines  (Montepulciano d'Abruzzo),$25, Central Italy,89,Montepulciano d'Abruzzo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Montepulciano, Italian Red",2011,Barba
1099,13%,"Montepulciano d'Abruzzo, Central Italy, Italy",750 ml,Red, Italy,7/1/2015,"Inky purple, this opens with aromas of ripe, dark-skinned fruit, toast and tilled soil. The palate delivers dried black cherry, prune and a toasted note alongside soft acidity and mature, polished tannins.",Vignafranca,Michelangelo Selections,Barba 2012 Vignafranca  (Montepulciano d'Abruzzo),$20, Central Italy,88,Montepulciano d'Abruzzo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Montepulciano, Italian Red",2012,Barba
1100,13%,"Santa Clara Valley, Central Coast, California, US",750 ml,Red, US,7/1/2015,"There is a port-like character to this take on a once popular, now rare grape, grown in a historic corner of the Santa Clara Valley. It shows raisins, prunes and dried fig aromas, but not in a treacly way. Heavy and tannic on the palate, it's quite interesting though not entirely smooth, with more prune and rose-hip tea flavors.",,,Fortino 2010 Charbono (Santa Clara Valley),$40, California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Clara Valley,Not rated yet [Add Your Review],"Charbono, Italian Red",2010,Fortino
1101,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2015,"Aromas of blue flower, spicy plum, leather, game and cellar floor lead the nose. The aromas carry over to the robust palate, along with mature blackberry, clove and licorice, while hearty tannins provide support. This has a rustic charm.",,Massanois Imports,Fongoli 2009  Montefalco Sagrantino,$40, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Fongoli
1102,12.5%,"Montepulciano d'Abruzzo, Central Italy, Italy",750 ml,Red, Italy,7/1/2015,"Aromas of crushed sour cherry, overripe plum and a gamy note lead the nose. The straightforward palate offers ripe blackcurrant and dark plum alongside fresh acidity and soft tannins. Enjoy soon.",Collemorino,Michelangelo Selections,Barba 2013 Collemorino  (Montepulciano d'Abruzzo),$13, Central Italy,86,Montepulciano d'Abruzzo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Montepulciano, Italian Red",2013,Barba
1103,11%,"Santa Clara Valley, Central Coast, California, US",750 ml,Red, US,7/1/2015,"A whirl of saddle leather, pressed plums, smoked licorice and metal hit the nose on this take on the nearly forgotten grape. The palate shows a decent amount of grip, with rustic leather and plum elements.",Private Reserve,,Guglielmo 2010 Private Reserve Charbono (Santa Clara Valley),$25, California,85, Central Coast,Matt Kettmann,@mattkettmann,Santa Clara Valley,Not rated yet [Add Your Review],"Charbono, Italian Red",2010,Guglielmo
1104,13.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"This solid red features aromas of ripe dark berry, violet and a whiff of spice. The savory palate delivers layers of crushed blackberry, juicy raspberry, white pepper, clove and cocoa alongside lively acidity and firm, yet velvety tannins.",,Empson USA Ltd,Franz Haas 2011 Lagrein (Alto Adige),$37, Northeastern Italy,91,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lagrein, Italian Red",2011,Franz Haas
1105,14%,"Cirò, Southern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Aromas of perfumed berry, violet, leather, pipe tobacco and baking spice take shape in the glass. The smooth, structured palate delivers layers of ripe black cherry, juicy raspberry, clove, white pepper and mineral alongside firm, fine-grained tannins.",Duca Sanfelice,Leonardo LoCascio Selections–The Winebow Group,Librandi 2011 Duca Sanfelice  (Cirò),$20, Southern Italy,91,Cirò,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Gaglioppo, Italian Red",2011,Librandi
1106,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"This lightly colored, luminous wine conveys intense aromas of rose and woodland berry. The vibrant palate offers wild strawberry, crushed red cherry, orange zest and almond, which follow through to the lingering finish. Crisp acidity and supple tannins balance the juicy fruit flavors.",Vernatsch,Oliver McCrum Wines,Baron Widmann 2013 Vernatsch Schiava (Alto Adige),$24, Northeastern Italy,90,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Baron Widmann
1107,14%,"Val di Neto, Southern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Made with native grape Magliocco, this structured wine conveys aromas of scorched earth, spiced plum and vanilla. On the palate, touches of white pepper, tobacco, toast and licorice accent the core of juicy black cherry, while racy acidity and assertive tannins provide the framework. The finish lingers, closing on a coffee note.",Magno Megonio,Leonardo LoCascio Selections–The Winebow Group,Librandi 2011 Magno Megonio Magliocco (Val di Neto),$25, Southern Italy,90,Val di Neto,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Magliocco, Italian Red",2011,Librandi
1108,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"This intensely fragrant wine leads with aromas of red currant and violet. The palate offers strawberry, mandarin orange and almond alongside fresh acidity and delicate tannins. Enjoy soon.",Schiava Gentile,HB Wine Merchants,Peter Zemmer 2013 Schiava Gentile Schiava (Alto Adige),$17, Northeastern Italy,89,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Peter Zemmer
1109,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Intense aromas of red cherry and wildflower open this bright, elegant red. The easy-drinking palate offers crushed cherry, strawberry, orange zest and a hint of white almond alongside refreshing acidity and ultrafine tannins.",Missianer Vernatsch,Ethica Wines,St. Pauls 2013 Missianer Vernatsch Schiava (Alto Adige),$17, Northeastern Italy,89,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,St. Pauls
1110,13.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Red currant and alpine herb aromas lead the nose on this blend of Schiava and 5% Lagrein. The bright palate offers sour cherry, strawberry, tangerine zest and a touch of toasted almond alongside fine-grained tannins and fresh acidity.",Glogglhof St. Magdalener Classico,Oliver McCrum Wines,Franz Gojer-Glögglhof 2013 Glogglhof St. Magdalener Classico Schiava (Alto Adige),$25, Northeastern Italy,89,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Franz Gojer-Glögglhof
1111,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"This lightly colored, luminous 100% Schiava offers aromas of wild berry, pomegranate and violet. On the bright palate, notes of mandarin orange and almond accent the red cherry core. It's easy drinking and balanced with crisp acidity and silky, soft tannins. Drink soon.",Lago di Caldaro Classico,Oliver McCrum Wines,Weingut Niklas 2013 Lago di Caldaro Classico Schiava (Alto Adige),$18, Northeastern Italy,89,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Weingut Niklas
1112,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Aromas suggest red berry, pomegranate and violet. The vibrant palate delivers crushed sour cherry, tangerine zest and a hint of baking spice alongside bright acidity and silky tannins. Enjoy soon.",,Oliver McCrum Wines,Weingut Niklas 2013 Schiava (Alto Adige),$18, Northeastern Italy,89,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Weingut Niklas
1113,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Wild red berry and crushed flower aromas lead the nose on this lively red. The juicy palate doles out sour cherry, raspberry, almond and a lightly balsamic note. It's nicely balanced with bright acidity and soft, polished tannins.",Passion Vernatsch,Ethica Wines,St. Pauls 2013 Passion Vernatsch Schiava (Alto Adige),$23, Northeastern Italy,89,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,St. Pauls
1114,13.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Aromas recall red berry, wildflower and a dash of alpine herb. The palate displays crushed wild cherry, juicy pomegranate and a hint of almond alongside fine-grained tannins and fresh acidity. Drink soon.",Alte Reben Vernatsch,Oliver McCrum Wines,Franz Gojer-Glögglhof 2013 Alte Reben Vernatsch Schiava (Alto Adige),$21, Northeastern Italy,89,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Franz Gojer-Glögglhof
