,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
2942,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,12/31/2011,"Grassy red berry and plum aromas lead to a lean, somewhat high-acid palate with herbal, oaky flavors of raspberry and plum that don't last that long. Fresh and healthy feeling on the finish, but tasting more of oak and spice than fruit.",Andean Culture,Kysela Père et Fils,Maipe 2010 Andean Culture Malbec (Mendoza),$13 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Maipe
2943,14.60%,"Cafayate, Other, Argentina",750 ml,Red, Argentina,12/31/2011,"Earth, rubber and blunt black fruit aromas mix with air freshener on the boisterous nose. It's big and rugged in the mouth, with over-the-top herbal fruit and burnt earth. Charred on the finish, with mild bitterness. Funky in the Cafayate mold.",,The Artisan Collection,Coquena 2010 Malbec (Cafayate),$26 , Other,84,Cafayate,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Coquena
2944,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2011,"Primary, light fruit flavors of strawberry touched with herb. Not much else going on in this young, still raw and grapey wine.",,,Righteous 2009 Malbec (Walla Walla Valley (WA)),$24 , Washington,84, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Malbec,2009,Righteous
2945,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,12/31/2011,"Called “The Enemy,” this wine is highly confected and may come across overoaked. The nose is all resin, toast, vanilla and shaved wood. In the mouth, it's creamy despite a streak of acidity, and the flavors are pure milk chocolate and vanilla. Very woody and sweet tasting; seems overly worked and not 100% natural.",,The Winebow Group LLC,El Enemigo 2008 Malbec (Mendoza),$28 , Mendoza Province,84,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,El Enemigo
2946,13%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,12/31/2011,"A dilute wine with slightly weedy, odd aromas of clove and muddled berry. Feels zesty and tangy, almost sheering, with oaky flavors on top of lean, generic red berry fruit. Woodspice is domiNAt on the finish.",,"Broadbent Selections, Inc",Espiritu de Argentina 2010 Malbec (Mendoza),$10 , Mendoza Province,83,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Espiritu de Argentina
2947,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,12/31/2011,"Smells like a Band-Aid with mint added in, and there's a whiff of generic cherry as well. Tannic and grabby in the mouth, with a spiky feel and herbal, grassy flavors. Herbal and oaky on the finish, too, with a choppy feel.",Reserva Made with Organic Grapes,American Wine Distributors,Twigs 2008 Reserva Made with Organic Grapes Malbec (Mendoza),$15 , Mendoza Province,83,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Twigs
2948,15.50%,"Agrelo, Mendoza Province, Argentina",750 ml,Red, Argentina,12/31/2011,"Sweet and bland smelling, with a jammy flatness. More spiky and lively on the palate, but it tastes dull, much like flat root beer and a bitter cup of coffee. Turns more bitter and less appealing on the finish.",Estate Bottled,"Southern Starz, Inc",Casarena 2009 Estate Bottled Malbec (Agrelo),$17 , Mendoza Province,80,Agrelo,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Casarena
2949,14%,"Colchagua Valley, Chile",750 ml,Red, Chile,12/1/2011,"Opens like a full-bore barrel buster with heavy char and leather. With time it settles on coffee, toast, chocolate and fig aromas. The palate is big and chewy, with peppery, toasty blackberry fruit and then more toast and coffee on the finish. Seems as much about the barrel as the fruit.",Reserva,Baystate Wine & Spirits,Viu Manent 2009 Reserva Malbec (Colchagua Valley),$14 ,Colchagua Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Viu Manent
2950,14.50%,"Lontué Valley, Chile",750 ml,Red, Chile,12/1/2011,"Toasty, minty and sweet smelling. The palate is dark, full and choppy feeling, with cola, coconut, mint, blackberry and cassis flavors. There's good power and depth to this Malbec; a bit rough and herbal at the finish line.",Orzada,Select Fine Wine Imports,Odfjell 2009 Orzada Malbec (Lontué Valley),$20 ,Lontué Valley,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Odfjell
2951,13.50%,"Maule Valley, Chile",750 ml,Red, Chile,12/1/2011,"Brambly and spicy on the nose, with dry plum and raspberry aromas. The palate is tight and acidic for Malbec, so the plum and red berry flavors walk a thin line and come across juicy and chiseled. Turns herbal and lightly oaky with time.",Reserva,Global Vineyard Importers,Apaltagua 2009 Reserva Malbec (Maule Valley),$11 ,Maule Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Apaltagua
2952,14.30%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,Red, US,12/1/2011,"Simple raspberry fruit behind a chalky, herbal mouthfeel. The wine is still quite tight and may open up a bit with further bottle age.",,,Reustle 2009 Malbec (Umpqua Valley),$28 , Oregon,84, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],Malbec,2009,Reustle
2953,13.50%,"Colchagua Valley, Chile",750 ml,Red, Chile,12/1/2011,"Smells distinctly like juniper, hot brush and stemmy black fruit. The palate feels tough and stemmy, and the flavors are bitter and weedy. Just doesn't seem ripe. Weak for Chile's de facto Malbec leader.",Estate Collection,Baystate Wine & Spirits,Viu Manent 2010 Estate Collection Malbec (Colchagua Valley),$9 ,Colchagua Valley,81,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Viu Manent
2954,15%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Dense blackberry fruit reigns supreme on the nose, with smoke and dark, earthy notes lying in wait. The palate has a firm tightness and oaky black-fruit flavors that offer a twinge of coconut and herbs. Toasty and chocolaty on the finish. A big, stacked Malbec to drink now through 2013.",Renacer R,The Winebow Group LLC,Bodega Renacer 2008 Renacer R Malbec (Mendoza),$65 , Mendoza Province,92,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Bodega Renacer
2955,14.90%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Rich, pure and inviting as can be, with coconut, cola, licorice and a ton of black fruit making for an excellent bouquet. The palate is rich and smooth in texture, with blackberry, cassis and cola flavors. Layered and pure on the finish, with exemplary depth and length.",Gran Las Divas Vineyard,Paul Hobbs Selections,Riglos 2008 Gran Las Divas Vineyard Malbec (Mendoza),$30 , Mendoza Province,92,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Riglos
2956,15.50%,"Luján de Cuyo, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Eolo is apparently on the upswing in just its 3rd incarnation. The nose is deep and sweet, with licorice, rubber, lemon peel and tobacco to go with bold berry aromas. Shows immensity and structure in the mouth, with layered blackberry flavors and creaminess. Fades well, with tobacco and leather gracing the finish. Drink now through 2014.",Eolo,Banfi Vintners,Trivento 2008 Eolo Malbec (Luján de Cuyo),$79 , Mendoza Province,92,Luján de Cuyo,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Trivento
2957,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"An impressive Malbec blended from three vineyards ranging from 3,120 to 3,780 feet in elevation. The aromas are inviting and open, with wild berry, spice and toasty notes. Elegant and well balanced in the mouth, with smoky, ripe flavors of berry, plum and earth. Toasty and coconutty on the finish. Drink now through 2014.",Terroir Blend,The Winebow Group LLC,Nieto Senetiner 2009 Terroir Blend Malbec (Mendoza),$34 , Mendoza Province,92,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Nieto Senetiner
2958,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"A winning Malbec for under $20. The nose is pure and hits with a blast of licorice, tobacco, cola, blackberry and dry balsam wood. The palate is driving, with blackberry, black plum and pepper flavors. Potent but balanced on the way out. Drink now and over the next couple of years.",Old Vine,Elixir Wine Group,Martino 2009 Old Vine Malbec (Mendoza),$19 , Mendoza Province,91,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Martino
2959,14.50%,"Luján de Cuyo, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Tight and deep, with leather, dried cheese and full berry aromas. The palate is jammy and lush in feel, with roasted, mile-deep berry and licorice flavors. A fine Malbec that's easy to drink and black in style; the finish runs long and solid as berry fruit and toasty oak hold court. Drink now through 2013.",Gran,Paul Hobbs Selections,Pulenta 2008 Gran Malbec (Luján de Cuyo),$40 , Mendoza Province,91,Luján de Cuyo,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Pulenta
2960,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Spicy, concentrated aromas of leather, berry fruit and dried cheddar cheese lead to a lush, balanced palate with heft, acidity and tasty flavors of chocolate, coffee and spiced blackberry. Full, long and flavorful on the finish. A big Malbec but one that's well balanced.",Plata,Mountain West Wines,Gauchezco 2009 Plata Malbec (Mendoza),$25 , Mendoza Province,91,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Gauchezco
2961,14.90%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"A little charred and hard on the nose, with licorice, pepper, mint and coffee aromas. The palate is perfectly balanced and quite generous, with massive blackberry and chocolate flavors. Spicy and long on the finish, with mocha notes. Definitely a ripe, big-boned wine.",El Origen Gran Reserva,Carolina Wine Brands USA,Finca El Origen 2009 El Origen Gran Reserva Malbec (Uco Valley),$20 , Mendoza Province,91,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Finca El Origen
2962,14.50%,"Perdriel, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"A rich Malbec with graham cracker, pastry, blackberrry and boysenberry aromas. Talk about super concentrated; this is thick but balanced, with tannic grip and dark, baked flavors of berry and chocolate. Bulky on the finish, with peppery spice, vanilla and a touch of heat.",Punto Final Reserva,The Winebow Group LLC,Bodega Renacer 2008 Punto Final Reserva Malbec (Perdriel),$20 , Mendoza Province,91,Perdriel,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Bodega Renacer
2963,14.20%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Big, woody and pure, with attractive plum and berry aromas that bring earth and toast. The mouth is alert and features textured tannins, while the flavor profile is a bit rooty and sweet, with roasted black fruit and spice. Grabby, warm and stout on the finish.",Lunta,Vine Connections,Mendel 2009 Lunta Malbec (Mendoza),$20 , Mendoza Province,91,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Mendel
2964,15.30%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Opens like a luxury-level Malbec should; it's dark and dense, with black cherry, smoke and rubbery aromas. The palate is deep and juicy, with bold, attractive black fruit, plum, tobacco and vanilla flavors. Smooth, healthy and drinkable now.",Judas,Well-Oiled Wine Company,Sottano 2008 Judas Malbec (Mendoza),$90 , Mendoza Province,91,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Sottano
2965,14%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"An exotic style of Malbec with Middle Eastern spice, violet, anise and berry aromas. The palate has hammering tannins but enough body to absorb it, leaving herbal black fruit, fig and peppery flavors. Warm and toasty on the finish, with savory notes that last for a good long while.",Altísimo,The Artisan Collection,Ricominciare 2008 Altísimo Malbec (Uco Valley),$30 , Mendoza Province,90,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Ricominciare
2966,14.50%,"Tupungato, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Berry fruit aromas blend nicely with cola, forest, toast and barrel aromas. It's crisp yet deep in the mouth, with smacking tannins and just enough cushion to soften things up. Minty and woody tasting, with berry, tobacco and peppery flavors on the palate and finish.",Climax,Delectatio Wines,Zorzal 2008 Climax Malbec (Tupungato),$45 , Mendoza Province,90,Tupungato,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Zorzal
2967,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Heavily charred and roasted throughout, with a blackened nose. The palate is broad and chewy, with thick tannins and roasted, ripe flavors of blackberry, licorice and bitter chocolate. Remains severely toasted all the way to the final drop; aged in 80% new French oak (apparently fully toasted oak).",Signature,Vine Connections,Susana Balbo 2009 Signature Malbec (Mendoza),$25 , Mendoza Province,90,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Susana Balbo
2968,14.20%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"Winemaker Holly Turner has a good touch with Malbec, finding the soft fruit core in the midst of the herbal scents and tannins. Plums, brambleberries and a dusting of licorice keep the wine interesting on through the smoky, earthy, extended finish.",,,Three Rivers 2008 Malbec (Columbia Valley (WA)),$29 , Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2008,Three Rivers
2969,15%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"A full-force Malbec with classy black fruit, rubber, cassis and balsamic aromas. The palate sports a nice mouthfeel, fine balance and tasty flavors of herbs, blackberry, roasted plum and chocolate. Elegant but strong, with layering and a lot of qualities for a $20 wine.",,Huneeus Vintners,Cruz Andina 2009 Malbec (Mendoza),$20 , Mendoza Province,90,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Cruz Andina
2970,14.20%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"This was previewed more than a year ago, and needed the extra time to fill out and show its best. Treated a a pure varietal wine, the Malbec takes well to extended aging in three quarters new oak. That toasty oak wraps around brambly berries, sweet spice, black cherry and plum pudding flavors.",Estate,,Gamache 2007 Estate Malbec (Columbia Valley (WA)),$28 , Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2007,Gamache
2971,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Smoky but also sort of salinic on the nose, with pumped-up berry and black currant aromas. The palate is chewy and a bit heavy, with dark berry, cassis and peppery flavors. Heavy, sultry and black on the finish, with a lasting syrupy sweetness. Should be appealing to most Malbec fans.",Catena,The Winebow Group LLC,Bodega Catena Zapata 2009 Catena Malbec (Mendoza),$24 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Bodega Catena Zapata
2972,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Gritty on the greeting, with char, plum, berry and juniper aromas. The palate is full-bodied, with nice raspberry, plum and spice flavors. Good and easy as it unfolds on the finish. Well-mannered and juicy, with a notch or two of complexity.",Cosecha Nocturna,Hand Picked Selections,Domiciano de Barrancas 2008 Cosecha Nocturna Malbec (Mendoza),$17 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Domiciano de Barrancas
2973,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Composed up front, with floral aromas matching wits with dry herb notes and solid berry fruit scents. The palate is snappy and crisp, with focus and narrow, tight flavors of raspberry and plum blended with vanilla. Bright and juicy throughout, with vanilla and toast on the finish.",,Mountain West Wines,Gauchezco 2009 Malbec (Mendoza),$15 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Gauchezco
2974,13.60%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Attractive berry and dried fig aromas are rich and healthy. The pretty bouquet is backed by bright, juicy blackberry flavors that come with a spicy backing. Lightly toasted and smooth on the finish; overall this is uncomplicated Malbec that hits the spot.",Tonada,San Francisco Wine Exchange,Finca La Anita 2010 Tonada Malbec (Mendoza),$20 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Finca La Anita
2975,14.90%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Floral berry aromas bring prune and tree bark as well. The palate is warm but not overextracted, while the flavors of red plum, dry herbs, berry and resiny vanilla turn lemony on the back end. Juicy, perky and herbal on the finish, with some heat.",Primeras Viñas,Well-Oiled Wine Company,Lagarde 2008 Primeras Viñas Malbec (Mendoza),$49 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Lagarde
2976,12.80%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"Pluck a tart berry off a Puget Sound hillside and you'll get this sort of flavor. Not quite fully ripe, but complex and earthy, with peppery spice. For a Malbec it works, bringing a sharpness and focus to the wine. This could almost pass for a Loire valley red, but for the deep fruitiness. At 12.8% alcohol, it's quite impressive.",,,Stottle 2008 Malbec (Horse Heaven Hills),$28 , Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Horse Heaven Hills,Not rated yet [Add Your Review],Malbec,2008,Stottle
2977,14.50%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Dense and solid from the start, with deep plum, wild berry and earth aromas. Ripe, whole and nice on the palate, with crusty blackberry, chocolate and spice flavors. Finishes lightly toasted, with comportment. Real good for everyday Malbec.",Reserva,Carolina Wine Brands USA,Finca El Origen 2010 Reserva Malbec (Uco Valley),$12 , Mendoza Province,89,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Finca El Origen
2978,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Round, earthy and full, with leather, spice and several other good things floating about the nose. The palate has a crisp and zesty feel, with bright plum and berry flavors accented by spice, herb and a touch of buttery oak. Solid, tight and stylish for the price.",Reserva,Vias Imports,Gouguenheim Winery 2008 Reserva Malbec (Mendoza),$13 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Gouguenheim Winery
2979,14.10%,"Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Attractive and not overpowering on the bouquet, with plum and red berry aromas mixing with smoky rubber and floral hints. The acidity, however, is piercing and racy, creating angularity on the palate along with red plum, raspberry, vanilla and coconut flavors. A fiery, pointy Malbec with very nice flavors and length.",Particular,Quintessential Wines,Valentín Bianchi 2008 Particular Malbec,$30 ,Mendoza Province,89,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Valentín Bianchi
2980,N/A,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"A jumble of toasted grain, raspberries, red currants and eucalyptus, it's tart, spicy, juicy, clear, clean and bright, with expressive raspberry and cranberry fruit.",Alder Ridge Vineyard,,Apex at Alder Ridge 2008 Alder Ridge Vineyard Malbec (Horse Heaven Hills),$40 , Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Horse Heaven Hills,Not rated yet [Add Your Review],Malbec,2008,Apex at Alder Ridge
2981,14.40%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"This Washington Malbec captures some of the high-altitude finesse and structure of the better Argentine versions. Bright fruit, tangy acids, firm tannins, and a high-toned profile make this a fine choice for grilled meats.",Stillwater Creek Vineyard,,Novelty Hill 2008 Stillwater Creek Vineyard Malbec (Columbia Valley (WA)),$28 , Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2008,Novelty Hill
2982,N/A,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"A savory bouquet includes aromas of chocolate, smoke, blackberry and earthy plum. The palate shows grip and a syrupy density, while the flavors run towards candied black fruits, leather and savory spice. Very ripe and a bit soft and sweet. Drink now through 2013.",Amorío,Vine Connections,Tikal 2009 Amorío Malbec (Mendoza),$33 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Tikal
2983,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Roasted and rubbery on first take, with aromas of leather, beefy blackberry and a pinch of herbal juniper and sharpness. The palate is racy and flows well, with lightly herbal flavors of red plum, raspberry and leather. Long on the finish, with a juicy feel.",Reserva,Well-Oiled Wine Company,Sottano 2008 Reserva Malbec (Mendoza),$25 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Sottano
2984,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Full and dark from the beginning, with black plum, floral notes and a clean overall presentation. It's full, zesty and has proper mouthfeel, while the flavors of berry, toast and herbs are honest and generous. Stylish on the finish; nice Malbec.",Serie A,"Winesellers, Ltd",Zuccardi 2010 Serie A Malbec (Mendoza),$15 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Zuccardi
2985,13.90%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Meaty and dark right from the start, with berry syrup, toast and peppery aromas. The palate is ripe and good, with bulk and balance. Tastes toasty and spicy, with licorice and black pepper supporting ripe blackberry. Healthy, long and nice overall.",,Misa Imports,Kirkland Signature 2009 Malbec (Mendoza),$8 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Kirkland Signature
2986,15%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"The first impression is all about raisin and prune, aromas that suggest overripeness. Despite that sweetness, the palate is deep, saturated and layered, with dark berry and raisin flavors along with fig, spice and chocolate. Very rich and softly built; best if you like sweeter, richer reds. Drink now.",Ultra,Guarachi Wine Partners,Kaiken 2009 Ultra Malbec (Mendoza),$20 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Kaiken
2987,13.10%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Blueberry, spice, sandalwood and foresty aromas are the good elements; funky, foxy additions not so much. The palate sports a raw, scratchy feel with hard tannins that go with strawberry, plum and vanilla flavors. Tastes and feels lactic on the finish, with a snappy offset. Good Malbec but it struggles to achieve harmony and total balance.",Reserva,Paul Hobbs Selections,Finca 8 2008 Reserva Malbec (Uco Valley),$45 , Mendoza Province,88,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Finca 8
2988,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Smoky, savory and fairly dense on the bouquet, with blackberry and a bit of earthy funk to it. Lush, jammy and chewy in the mouth, with baked blackberry, pepper, baking spice and other earthy flavors. Registers as a chunky, saturated and ripe wine with weight to spare.",Colección,Guarachi Wine Partners,Finca Perdriel 2008 Colección Malbec (Mendoza),$20 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2008,Finca Perdriel
2989,14.50%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"A fascinating Malbec, with 14% Syrah in the blend, that seems earthy, herbal and tannic at first, but then sweeps across the palate with deliciously sweet blackberry fruit. The berry flavors are pure and perfectly ripe, but not yet completely integrated with the earthier elements. Give this one some extra bottle age.",,,Olsen Estates 2008 Malbec (Yakima Valley),$30 , Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Malbec,2008,Olsen Estates
2990,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"Pungent and slightly soapy, quickly moving into sweet and sappy blueberry compote aromas and flavors. This wine really shines in the nose. Alcohol is posted at a moderate 13.2%, but this wine has more complexity than that would suggest.",,,Waterbrook 2008 Malbec (Columbia Valley (WA)),$30 , Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2008,Waterbrook
2991,13.80%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Rubbery at first, then it rounds out and settles down to offer blackberry richness and jammy aromas. The palate is soft, lush and cushioned, while blackberry flavors run sweet, toasty and chocolaty. Remains sweet on the finish, with fig and minty spice flavors.",,E & J Gallo,Alamos 2010 Malbec (Mendoza),$13 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Alamos
2992,14.30%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Opens with burnt rubber aromas that soon yield to berry fruit, char and dark chocolate. The palate is snappy and tangy despite feeling full, while the flavors of herbs and berry are quickly replaced by resiny oak. Finishes firm, with herbal notes and carob.",,Well-Oiled Wine Company,Sottano 2009 Malbec (Mendoza),$17 , Mendoza Province,87,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Sottano
2993,14%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Sweet and floral smelling, with jammy berry fruit pouring out of the bouquet. There's snap and lift to the mouthfeel along with rubbery berry, plum, chocolate and herbal flavors. Tight and grippy on the finish, which has an herbal tinge.",Killka Collection,Palm Bay International,Salentein 2009 Killka Collection Malbec (Uco Valley),$14 , Mendoza Province,87,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2009,Salentein
2994,14%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"Rubbery and gaseous at first, but with time weighty, meaty black fruit aromas come out. The wine carries a rich, syrupy mouthfeel and dense, dark flavors of blackberry and pepper. Chunky on the finish, which is thick in feel but short in length.",Dos Fincas,Elixir Wine Group,Carlos Basso 2010 Dos Fincas Malbec (Uco Valley),$13 , Mendoza Province,87,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Carlos Basso
2995,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"Firm and detailed, with a mix of very tart berry fruit, and earthier notes of stem and soil. The tannins have been tamed and the balance is just right for a wine that does not try to do too much with the minimal ripeness it has.",Estate,,Balboa 2009 Estate Malbec (Walla Walla Valley (WA)),$28 , Washington,87, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Malbec,2009,Balboa
2996,14.50%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2011,"A touch rubbery and medicinal if you get deep into the bouquet, with sizable berry aromas to boot. The palate is comfortable and balanced, with earthy black fruit flavors that suggest fig and blackberry. Toasty and chocolaty on the finish.",Reserve,Carolina Wine Brands USA,Menduco 2010 Reserve Malbec (Uco Valley),$12 , Mendoza Province,87,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2010,Menduco
