,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1018,11%,"Yolo County, Central Valley, California, US",750 ml,Sparkling, US,12/1/2014,"A light, bright, pink-orange color and cherry-candy flavors make this a kind of Pop Rock bubbly. It has good refreshing acidity, fine bubbles and just a hint of sweetness. Party on!",Rosé,,Rock Wall 2013 Rosé Grenache (Yolo County),$22, California,86, Central Valley,Jim Gordon,@gordone_cellars,Yolo County,Not rated yet [Add Your Review],Grenache,2013,Rock Wall
1019,14%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,12/1/2014,"This Garnacha is heavily oaked.Smoky, woody aromas come with dusty berry notes, while the palate is heavy, with cheek-smacking tannins. Flavors of hickory and roasted blackberry finish with another creamy, woody dose of oak.",El Chaparral Old Vines,Jorge Ordóñez Selections,Vega Sindoa 2012 El Chaparral Old Vines Garnacha (Navarra),$15, Northern Spain,86,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Vega Sindoa
1020,14.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,12/1/2014,"Raw raspberry and plum aromas feed into a crisp, edgy palate with grating acidity. Tart plum and berry flavors turn earthy upon airing, while this finishes with pointed acidity and snappy red-fruit flavors.",Artazuri,Folio Fine Wine Partners,Bodegas Artazu 2012 Artazuri Garnacha (Navarra),$12, Northern Spain,86,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Bodegas Artazu
1021,13%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/1/2014,"Candied oak aromas smell like sweet plastic and rubber, while berry scents lurk below. This is blocky and a bit sticky in feel, with basic plum and berry flavors that finish with a pasty accent.",Viñas Temprana Old Vines,Scoperta Importing Co. Inc,Bodegas Aragonesas 2012 Viñas Temprana Old Vines Garnacha (Campo de Borja),$8, Northern Spain,85,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Bodegas Aragonesas
1022,14.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/1/2014,"Clove aromas are dominant. This oaky Garnacha feels sticky and syrupy, while the flavor profile is all candied black fruit and clove. The finish brings more of the same in this one-dimensional wine.",Fagus Selección Especial,Scoperta Importing Co. Inc,Coto de Hayas 2011 Fagus Selección Especial Garnacha (Campo de Borja),$21, Northern Spain,82,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Coto de Hayas
1023,13.8%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,11/1/2014,"It's easy for Grenache to get too heavy and rich, but this one doesn't. It's a sophisticated, medium-weight red wine that has the flavor complexity, good acidity and firm texture to make a good pairing with different dishes, from mushrooms to fowl to beef to game.",Estate,,Naggiar 2011 Estate Grenache (Sierra Foothills),$24, California,89, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],Grenache,2011,Naggiar
1024,14.2%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,11/1/2014,"An aromatically intriguing wine with notes of pepper, cherry cola, chocolate and herbs. It's medium bodied, flavorful with generous cherry notes and a fleshy feel.",Purple Reign Destiny Ridge Vineyard,,Alexandria Nicole 2012 Purple Reign Destiny Ridge Vineyard Grenache (Horse Heaven Hills),$42, Washington,89, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Grenache,2012,Alexandria Nicole
1025,15.2%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2014,Don't come looking for your light and fruity Grenache—the 15.2% alcohol lets you feel the fire pumping through the veins of this deeply ripe and potent wine. In a blind tasting you might easily think it was a Zin rather than a Washington Grenache.,,,Dusted Valley 2012 Grenache (Columbia Valley (WA)),$39, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2012,Dusted Valley
1026,15.9%,"Madera, Central Valley, California, US",750 ml,Red, US,11/1/2014,"The flavors of this very full-bodied wine are dominated by sweet-seeming oak, with smoky, toasty aromas and a maple-cured bacon flavor. Rich, almost sweet, it's very obviously flavored with oak.",Love Ranch Vineyard,,Dante Robere 2012 Love Ranch Vineyard Grenache (Madera),$29, California,85, Central Valley,Jim Gordon,@gordone_cellars,Madera,Not rated yet [Add Your Review],Grenache,2012,Dante Robere
1027,14%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,10/1/2014,"Initially this smells chunky, gaseous and heavy, but with airing things turn toward minerality and red-berry scents. The palate is immediately pleasing and deep, with good structure and strong but tame tannins. Meaty red-and-black flavors are dense and delicious, while the finish is broad shouldered, with a stout feel and moderate complexity. Drink through 2018.",Punto y Seguido Viñas Viejas,"Hidalgo Imports, LLC",Castillo de Maluenda 2011 Punto y Seguido Viñas Viejas Garnacha (Calatayud),$30, Northern Spain,92,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Castillo de Maluenda
1028,14%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,10/1/2014,"Smoky, spicy berry and plum aromas are more fresh than oaky. This shows a tight, balanced structure and ample body. Flavors of plum, red cherry, berry and vanilla finish direct and fairly long, with clarity as well as some complexity. Drink through 2017.",Punto y Coma Viñas Viejas,"Hidalgo Imports, LLC",Castillo de Maluenda 2011 Punto y Coma Viñas Viejas Garnacha (Calatayud),$20, Northern Spain,91,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Castillo de Maluenda
1029,14.5%,"Priorat, Catalonia, Spain",750 ml,Red, Spain,10/1/2014,"Prior to this vintage, Negre has been a midlevel introduction to Priorato. But this bottling brings the goods and more. Floral berry aromas show Band-Aid and rubber scents, but not too much. Cassis, black cherry and blackberry flavors finish with drive, youthful heat and notes of spice and chocolate. A strong value; drink through 2018.",Negre,"Aveniù Brands, Inc",Scala Dei 2011 Negre Garnacha (Priorat),$18, Catalonia,91,Priorat,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Scala Dei
1030,14.5%,"Clare Valley, South Australia, Australia",750 ml,Red, Australia,10/1/2014,"This is a smooth-textured, medium- to full-bodied wine loaded with scents of cedar and spice. Red berry fruit emerges on the palate and lingers alongside the cedar notes on the long finish. Drink now–2020.",The Duke,Old Bridge Cellars,Kilikanoon 2009 The Duke Grenache (Clare Valley),$49, South Australia,91,Clare Valley,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2009,Kilikanoon
1031,14.5%,"Edna Valley, Central Coast, California, US",750 ml,Red, US,10/1/2014,"Boasting a beautiful ruby red color, this cool-climate Grenache offers aromas of red and pink roses, with blackberry juice down the middle and a lithe, near-citrus freshness on the edges. It's very spicy once sipped, with the blackberry juice and sharper citrus present again. Would be great with blue cheese burgers.",Estate,,Chamisal Vineyards 2011 Estate Grenache (Edna Valley),$38, California,90, Central Coast,Matt Kettmann,@mattkettmann,Edna Valley,Not rated yet [Add Your Review],Grenache,2011,Chamisal Vineyards
1032,14%,"South Australia, South Australia, Australia",750 ml,Red, Australia,10/1/2014,"After 26 months in French oak and additional time in bottle, this is a sumptuously silky Grenache. The complex aromas hint at roasted meat, vanilla and stewed plum, while the flavors follow suit, picking up mocha notes on the long, mouthwatering finish. Ready to drink.",Richelieu,Epic Wines,Charles Melton 2009 Richelieu Grenache (South Australia),$80, South Australia,90,South Australia,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2009,Charles Melton
1033,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,10/1/2014,"Lightly medicinal aromas of Band-Aid and latex accent minerally red-berry scents on this medium-bodied, elegant Rioja Garnacha. A bouncy, fresh palate is modest in body but serious in character; flavors of savory oak, herbs, raspberry and plum finish dry, clean and fresh. Drink through 2017.",100,Regal Wine Imports Inc,Aldonia 2011 100  (Rioja),$33, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Aldonia
1034,N/A,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,10/1/2014,"Round, robust aromas of ripe berry fruits, minty herbs, latex and smoky oak set up a fresh, tight, slightly tannic and drawing palate with savory, foresty flavors of raspberry and plum. A red-fruit finish shows a touch of citric acid, but overall this is fresh and clean.",JME,Quintessential Wines,Bodegas Muriel 2011 JME  (Rioja),$30, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Bodegas Muriel
1035,14.5%,"Clare Valley, South Australia, Australia",750 ml,Red, Australia,10/1/2014,"This medium-bodied Grenache features vanilla and raspberry compote on the nose. It's a smooth, if not particularly textural wine, with berry flavors and hints of toast that fall away on the finish. Drink now.",Prodigal,Old Bridge Cellars,Kilikanoon 2009 Prodigal Grenache (Clare Valley),$30, South Australia,88,Clare Valley,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2009,Kilikanoon
1036,15.5%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,10/1/2014,"A complex aromatic profile of the fruit, spice and savory elements found in plum chutney, this promising wine drops off a bit once sipped. But it is still tasty, with freshly picked plum flavors bringing fruit, tartness and tannins together, a bit of bacon fat on the finish.",,,Epiphany 2011 Grenache (Santa Barbara County),$30, California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Grenache,2011,Epiphany
1037,13.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,10/1/2014,"Sweet, floral aromas of plum, candied berry and sugar beet are friendlier than the palate, which is a bit piercing and high in acidity. Cherry and tart plum flavors finish with choppy, bright acids and citric flavors.",,Polaner Selections,Lurra 2013 Garnacha (Navarra),$11, Northern Spain,85,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2013,Lurra
1038,13%,"Navarra, Northern Spain, Spain",750 ml,Rose, Spain,10/1/2014,"The nose on this Navarran rosado is briny and strained. The palate is on the heavy side, while flavors of peach pit and citrus peel finish pithy and mildly bitter. This will not age well.",Estate Bottled Rosado,Frontier Wine Imports,Ochoa 2013 Estate Bottled Rosado Garnacha (Navarra),$15, Northern Spain,84,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2013,Ochoa
1039,14.6%,"El Dorado County, Sierra Foothills, California, US",750 ml,Red, US,10/1/2014,"A vivid floral aroma pops from the glass and carries through to the palate, blending orange blossom with bursts of cherry, orange and red vermouth. It's smooth in texture, full-bodied and not very tannic.",,,Four Fields 2012 Grenache (El Dorado County),$20, California,81, Sierra Foothills,Jim Gordon,@gordone_cellars,El Dorado County,Not rated yet [Add Your Review],Grenache,2012,Four Fields
1040,15.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,9/1/2014,"Remarkably inky in color for a Grenache-based blend, it features strong aromas of cedar, meat and deeply purple fruit. The soft, rich mouthfeel coats the palate like a luxurious lacquer, and features flavors of blackberry jam, macerated cherry and vanilla-spiced plums. The blend of florals, herbals, fruit and oak-driven tannins is masterful. Drink now by itself or with a peppercorn-crusted filet mignon.",Veracity Paderewski Vineyard,,Epoch Estate Wines 2011 Veracity Paderewski Vineyard Red (Paso Robles),$65, California,95, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],"Grenache Blend, Grenache",2011,Epoch Estate Wines
1041,14.3%,"Snipes Mountain, Columbia Valley, Washington, US",750 ml,Red, US,9/1/2014,"It plays to Grenache's lighter, more refined side in color, flavor and feel. An unusual mix of fruit and savory notes includes herbs, umami, stems, cherry Jolly Rancher, green olive and wet gravel. The texture is creamy and hypnotic, gliding along to a lingering finish. A unique wine that defies easy comparison but keeps drawing you in for additional exploration.",The Sorceress Upland Vineyard,,Sleight of Hand 2012 The Sorceress Upland Vineyard Grenache (Snipes Mountain),$60, Washington,92, Columbia Valley,Sean P. Sullivan,@wawinereport,Snipes Mountain,Not rated yet [Add Your Review],Grenache,2012,Sleight of Hand
1042,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2014,"Pointed red-fruit aromas of currant and plum are light but direct. This feels fresh, with mild raspberry flavors and not a whole lot else. On the finish, mellow notes of vanilla and red plum are supported by not overly aggressive tannins. Drink this fresh Garnacha through 2015.",,Elixir Wine Group,Fernández Gómez 2010  Rioja,$27, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Fernández Gómez
1043,12%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,9/1/2014,"Light in color and body and modest in alcohol at 12%, this is a curiously intriguing Grenache, tightly wound in freshly picked strawberries and an undeniable earthiness. Aromas lean toward roses with a heavy hint of menthol. A touch of pepperiness on the finish completes the wine.",Ceja Farms,,Sheldon 2012 Ceja Farms Grenache (Sonoma Valley),$40, California,87, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Grenache,2012,Sheldon
1044,14%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,9/1/2014,"The Stillwater Creek vineyard fruit spent time in once-used French oak. From a cool site in a cool vintage, the flavors are subdued, with wild purple berry, herb, pepper and earth.",,,Woodinville Wine Cellars 2011 Grenache (Columbia Valley (WA)),$30, Washington,87, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2011,Woodinville Wine Cellars
1045,14%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,9/1/2014,"Milk chocolate and oak aromas blend with lightly herbal berry scents. This is fresh and choppy on the palate, with red-fruit flavors of plum and pie cherry. Aggressive and slightly herbal on the finish, this comes around with airing.",,Aviva Vino,Filón 2012 Garnacha (Calatayud),$10, Northern Spain,86,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Filón
1046,14.5%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,9/1/2014,"Hard and oaky cherry aromas filter into a tangy, zesty, clampy palate. Plum and other red-berry fruit flavors finish raw and rugged, with overt oak character and a touch of minty, herbal green.",Selección Especial,Axial Vinos USA,Cruz de Piedra 2012 Selección Especial Garnacha (Calatayud),$12, Northern Spain,85,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Cruz de Piedra
1047,14.5%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,9/1/2014,"Rubbery, herbal red-berry aromas introduce a fresh but grating palate with high acidity. This tastes a touch oaky and herbal, with generic red-fruit flavors. A crisp, slightly sharp finish is as you'd expect.",Selección Especial,Axial Vinos USA,Marqués de Montañana 2012 Selección Especial Garnacha (Calatayud),$12, Northern Spain,85,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Marqués de Montañana
1048,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,9/1/2014,"Raisiny, pruny aromas are all that register on this rubbery, jammy Garnacha. Flavors of sweet plum, raspberry and raisin are chunky, while the finish is raisiny in flavor and rubbery in feel.",Conde de Valdemar Old Vines,CIV/USA,Bodegas Valdemar 2010 Conde de Valdemar Old Vines  (Rioja),$15, Northern Spain,84,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Bodegas Valdemar
1049,13.5%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,9/1/2014,"Funky aromas of animal fur and lively berry are not that inviting. In the mouth, this has a narrow feel and high acidity. Herbal, tart flavors of plum and red currant are almost sour, while the finish is on the green and herbal side.",,Axial Vinos USA,Cruz de Piedra 2013 Garnacha (Calatayud),$8, Northern Spain,83,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2013,Cruz de Piedra
1050,14%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,9/1/2014,"Tarry, stalky aromas fail to make much of a statement. This is high in acid and rugged in the mouth, with a mixture of herbal red-fruit flavors and distinct stalkiness. A grating finish is racy and hot.",Honoro Vera,Gil Family Estates,Bodegas Ateca 2012 Honoro Vera Garnacha (Calatayud),$9, Northern Spain,83,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Bodegas Ateca
1051,14.1%,"Lodi, Central Valley, California, US",750 ml,Red, US,8/1/2014,"Smooth and soft, this is a restrained Grenache intense in cranberry and Rainier cherry, easy to drink and love. Made in small quantities from a Lodi producer known for its Zinfandels, it demonstrates the potential of Grenache from the right place in the right hands.",,,McCay Cellars 2011 Grenache (Lodi),$32, California,89, Central Valley,Virginie Boone,@vboone,Lodi,Not rated yet [Add Your Review],Grenache,2011,McCay Cellars
1052,14.2%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,8/1/2014,"The fruit is soft and faded in this wine, which is otherwise soft-medium in body,. It's made by a longstanding producer of Petite Sirah and Cabernet Sauvignon.",Reserve,,Concannon 2011 Reserve Grenache (Livermore Valley),$20, California,85, Central Coast,Virginie Boone,@vboone,Livermore Valley,Not rated yet [Add Your Review],Grenache,2011,Concannon
1053,14.5%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,7/1/2014,"This was fermented with 50% whole clusters, which slows down and evens up the process. Along with rich flavors of black raspberry fruit, it's dense with savory herbs and marvelous details of earth and forest floor. Delicious now, but just wait until 2020–2022!",Boushey Vineyard Le Midi,,Maison Bleue 2011 Boushey Vineyard Le Midi Grenache (Yakima Valley),$45, Washington,95, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Grenache,2011,Maison Bleue
1054,16%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,7/1/2014,"Fans of full-bodied, dark-fruited reds will swoon over this modern-style Garnacha from old vineyards in Aragón. Pitch black, the nose provides a pure blast of blackberry and cassis, and the palate is chewy yet fresh, with baked black-fruit flavors as well as coffee, chocolate and vanilla. A smooth, lush, layered finish with vanilla and toffee notes is the final act. Drink through 2017.",,Jorge Ordóñez Selections,Alto Moncayo 2011 Garnacha (Campo de Borja),$48, Northern Spain,94,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Alto Moncayo
1055,14%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Rose, US,7/1/2014,"A stunner of a rosé, this wine's pale pink hue does little to indicate its action-packed reality. Nectarine, wet stone, and bubble gum occupy the aroma profile, but the flavors are what set it off. Ruby red grapefruit, strawberry shortcake, and a slight lemon chiffon element hammer home this beauty by Sta. Rita Hills-based superstar producer Kris Curran, formerly of both Sea Smoke and Foley. This is versatile enough to handle both seared scallops and grilled babyback pork ribs.",Rosé,,Curran 2012 Rosé Grenache (Santa Ynez Valley),$18, California,92, Central Coast,Matt Kettmann,@mattkettmann,Santa Ynez Valley,Not rated yet [Add Your Review],Grenache,2012,Curran
1056,15.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,7/1/2014,"This full-bodied, ripe wine  offers blackberry and spiced plum aromas on top of a minerally base. In the mouth, it's big but fresh and free-flowing. Flavors of black plum and black cherry are lively despite some creamy oak that rises on the finish. Drink through 2016.",Veraton,Jorge Ordóñez Selections,Alto Moncayo 2011 Veraton Garnacha (Campo de Borja),$27, Northern Spain,92,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Alto Moncayo
1057,13.8%,"Yolo County, Central Valley, California, US",750 ml,Rose, US,7/1/2014,"Made from 88% Grenache and 12% Viognier, this lilting wine abounds with dry, fruity and floral characteristics. Salmon-peach in color, it has texture and the requisite refreshment offered by its barely ripe strawberry and peach swathes. Although it delivers enough acidity and bite to pair with food, it might be hard to wait that long.",Rosé,,Midsummer Cellars 2013 Rosé Grenache (Yolo County),$19, California,90, Central Valley,Virginie Boone,@vboone,Yolo County,Not rated yet [Add Your Review],Grenache,2013,Midsummer Cellars
1058,14.5%,"Santa Barbara County, Central Coast, California, US",750 ml,Rose, US,7/1/2014,"Deep ruby pink in color, this wine begins with a nuanced nose, mixing the fun of grape soda with the elegance of purple flowers. On the palate, it's a tad boozy for pink wine, but the flavors of cherry and currant stand out in front of the alcohol. It would make a nice companion for a dish with ample flavors and actual warmth, such as chicken soup or a tuna melt.",Rosé,,Tre Anelli 2012 Rosé Grenache (Santa Barbara County),$28, California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Grenache,2012,Tre Anelli
1059,13.5%,"Russian River Valley, Sonoma, California, US",750 ml,Rose, US,7/1/2014,"Made from 100% Grenache grapes, it was made in a tiny amount of 50 cases. It offers an almost grenadine-like flavor amidst a core of peach intensity. Softly textured, it's super enjoyable and would go well with a bowl of fruit, eggs and bacon at brunch.",Rosé of,,Kobler 2013 Rosé of Grenache (Russian River Valley),$24, California,87, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Grenache,2013,Kobler
1060,13.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,7/1/2014,Cherry and raspberry aromas are lively and inviting. This wine offers plenty of body and good balance for the price. Flavors of candied plum and berry are not complex but have support from density and weight on the finish.,Los Bohemios,Axial Vinos USA,Jardín de Lúculo 2012 Los Bohemios Garnacha (Navarra),$10, Northern Spain,87,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Jardín de Lúculo
1061,13%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,7/1/2014,"This spunky Garnacha smells like fruit punch with some green herbs mixed in. The palate is wiry and acidic in feel, with raspberry and plum flavors. It finishes fresh and zesty.",Viña Zorzal,Classical Wines,Zorzal 2012 Viña Zorzal Garnacha (Navarra),$14, Northern Spain,85,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Zorzal
1062,13%,"Rioja, Northern Spain, Spain",750 ml,Rose, Spain,7/1/2014,"While this wine is fast losing steam and zip, what remains revolves around a soft palate and strawberry and nectarine flavors. The finish is holding steady while showing some bitterness. Best to wait for the 2013.",Valdemoreda Rosé,CIV/USA,Bodegas del Mundo 2012 Valdemoreda Rosé Garnacha (Rioja),$8, Northern Spain,84,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Bodegas del Mundo
1063,13.5%,"Cariñena, Northern Spain, Spain",750 ml,Rose, Spain,7/1/2014,"Stalky aromas of salad dressing and vinegar are offputting. The wine is clumsy and loud on the palate, with sour plum and bitter, stalky flavors. A zesty but blocky finish does not help.",Rosé,Axial Vinos USA,La Granja 360 2013 Rosé Garnacha (Cariñena),$4, Northern Spain,80,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2013,La Granja 360
1064,13.3%,"Applegate Valley, Southern Oregon, Oregon, US",750 ml,Red, US,6/1/2014,"From the cool 2011 vintage, this wine brings notes of black tea, dark raspberries and herbs. It's tangy with lip-smacking plum and cranberry flavors backed by firm tannins.",Grenache 42,,Cowhorn 2011 Grenache 42 Grenache (Applegate Valley),$45, Oregon,86, Southern Oregon,Sean P. Sullivan,@wawinereport,Applegate Valley,Not rated yet [Add Your Review],Grenache,2011,Cowhorn
1065,14.4%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2014,"A sensational effort, this wine is 100% varietal, sourced from four vineyards scattered throughout the sprawling Columbia Valley. Fragrant and concentrated, its hallmarks are purity and intensity. Plum, cherry liqueur and cassis are the focus, with bright lemony acids adding lift and zip to the mouthfeel.",,,Syncline 2011 Grenache (Columbia Valley (WA)),$25, Washington,93, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2011,Syncline
1066,13.7%,"Snipes Mountain, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2014,"This small-production, single-vineyard Grenache is direct and appealing with notes of raspberry compote, strawberry, orange peel, violets and tapenade. The palate is pure silk, elegant in its styling with an extended finish.",Upland Vineyard,,Kerloo 2011 Upland Vineyard Grenache (Snipes Mountain),$46, Washington,92, Columbia Valley,Sean P. Sullivan,@wawinereport,Snipes Mountain,Not rated yet [Add Your Review],Grenache,2011,Kerloo
1067,13.2%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2014,"20% whole-cluster fermented, this rich, brooding blend of Alder Ridge (86%) and Snipes Mountain Grenache brings notes of licorice, dark cherry, black pepper and mortared herbs. It's broad in feel, tart, fruit filled, and tightly wound, needing time in the cellar to unfurl.",,,Kerloo 2011 Grenache (Horse Heaven Hills),$40, Washington,91, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Grenache,2011,Kerloo
1068,14.5%,"Barossa Valley, South Australia, Australia",750 ml,Red, Australia,4/1/2014,"This aged for 18 months in new French barriques, and the influence of that is marked. Cedary, gently sawdusty notes and a touch of nail polish are apparent on the nose, while the palate is admirably full bodied and richly textured. The finish is generally velvety, but also shows hints of varnish or paint thinner. Overall, the raw materials are impressive, but the wine comes across as a bit disjointed.",Les Amis,Wine Creek,Torbreck 2009 Les Amis Grenache (Barossa Valley),$188, South Australia,87,Barossa Valley,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2009,Torbreck
1069,N/A,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,4/1/2014,"A rich, full-bodied wine with notes of cherry and plum. It's sweet and tangy with a huckleberry and wood spice-filled finish.",,,J. Scott Cellars 2011 Grenache (Rogue Valley),$26, Oregon,86, Southern Oregon,Sean P. Sullivan,@wawinereport,Rogue Valley,Not rated yet [Add Your Review],Grenache,2011,J. Scott Cellars
1070,15%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2014,"Stalky, earthy aromas are leathery and lack freshness. The tired, heavy palate has flavors of saucy berries mixed with dill, vanilla and raw oak.",,Spain Wine Collection,Azabache 2008  Rioja,$14, Northern Spain,82,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Azabache
1071,12.5%,"Almansa, Central Spain, Spain",750 ml,Red, Spain,4/1/2014,"The wine offers candied, medicinal aromas and a bland, fruit-juice-like palate. Grape and red-fruit flavors are tart and scouring.",BT Spanish Inspiration,Grapes of Spain,Bodega Tintoralba 2012 BT Spanish Inspiration Garnacha (Almansa),$10, Central Spain,81,Almansa,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Bodega Tintoralba
1072,14.3%,"Snipes Mountain, Columbia Valley, Washington, US",750 ml,Red, US,3/1/2014,"An expressive, vibrantly pure wine with a complex medley of notes including dark raspberries, wet gravel, crushed flowers and cherry. Aged in five year old French oak barrels, it's vivid and focused with an initial elegance and delicacy that continues to flesh out and evolve over time. Give it some time in the cellar to see it at its best.",La Montagnette Upland Vineyard,,Maison Bleue 2011 La Montagnette Upland Vineyard Grenache (Snipes Mountain),$40, Washington,94, Columbia Valley,Sean P. Sullivan,@wawinereport,Snipes Mountain,Not rated yet [Add Your Review],Grenache,2011,Maison Bleue
